"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012EA","B03002_012M","B03002_012MA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"1400000US42101003902","Census Tract 39.02, Philadelphia County, Pennsylvania","5437","421","null","null","5311","null","423","null","5165","null","407","null","108","106","null","null","0","109","null","null","13","null","21","null","0","109","null","null","0","109","null","null","25","null","29","null","0","109","null","null","25","29","null","null","126","null","88","null","40","45","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","27","null","40","null","59","57","null","null","59","null","57","null","0","null","109","null",
"1400000US42101004001","Census Tract 40.01, Philadelphia County, Pennsylvania","4168","321","null","null","3904","null","347","null","3302","null","322","null","0","109","null","null","0","109","null","null","459","null","208","null","0","109","null","null","22","31","null","null","121","null","137","null","0","109","null","null","121","137","null","null","264","null","182","null","240","170","null","null","14","27","null","null","0","null","109","null","0","109","null","null","0","109","null","null","10","null","17","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101004002","Census Tract 40.02, Philadelphia County, Pennsylvania","4617","399","null","null","4474","null","386","null","4192","null","431","null","0","109","null","null","50","80","null","null","215","null","192","null","0","109","null","null","17","26","null","null","0","null","109","null","0","109","null","null","0","109","null","null","143","null","146","null","125","140","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","18","30","null","null","18","null","30","null","0","null","109","null",
"1400000US42101004101","Census Tract 41.01, Philadelphia County, Pennsylvania","5389","870","null","null","4657","null","825","null","1593","null","378","null","1077","391","null","null","84","115","null","null","1740","null","594","null","0","109","null","null","87","133","null","null","76","null","86","null","0","109","null","null","76","86","null","null","732","null","388","null","548","366","null","null","57","79","null","null","0","null","109","null","0","109","null","null","0","109","null","null","127","null","157","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101004102","Census Tract 41.02, Philadelphia County, Pennsylvania","7231","903","null","null","6770","null","900","null","3287","null","405","null","911","485","null","null","0","109","null","null","2126","null","724","null","0","109","null","null","0","109","null","null","446","null","321","null","0","109","null","null","446","321","null","null","461","null","258","null","155","137","null","null","13","22","null","null","56","null","89","null","12","24","null","null","0","109","null","null","114","null","101","null","111","176","null","null","0","null","109","null","111","null","176","null",
"1400000US42101004201","Census Tract 42.01, Philadelphia County, Pennsylvania","5639","712","null","null","5284","null","731","null","3909","null","465","null","413","236","null","null","0","109","null","null","592","null","494","null","0","109","null","null","0","109","null","null","370","null","373","null","0","109","null","null","370","373","null","null","355","null","354","null","355","354","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101004202","Census Tract 42.02, Philadelphia County, Pennsylvania","4941","414","null","null","4495","null","485","null","3525","null","415","null","433","375","null","null","0","109","null","null","489","null","185","null","0","109","null","null","0","109","null","null","48","null","81","null","0","109","null","null","48","81","null","null","446","null","271","null","326","252","null","null","0","109","null","null","0","null","109","null","11","17","null","null","0","109","null","null","109","null","143","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101005000","Census Tract 50, Philadelphia County, Pennsylvania","0","109","null","null","0","null","109","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101005400","Census Tract 54, Philadelphia County, Pennsylvania","1535","264","null","null","1525","null","264","null","154","null","106","null","1157","295","null","null","0","109","null","null","144","null","110","null","0","109","null","null","0","109","null","null","70","null","91","null","0","109","null","null","70","91","null","null","10","null","18","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","10","null","18","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101005500","Census Tract 55, Philadelphia County, Pennsylvania","6427","793","null","null","6396","null","789","null","607","null","216","null","5057","794","null","null","17","26","null","null","526","null","378","null","0","109","null","null","0","109","null","null","189","null","221","null","0","109","null","null","189","221","null","null","31","null","40","null","0","109","null","null","16","30","null","null","0","null","109","null","0","109","null","null","0","109","null","null","15","null","24","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101005600","Census Tract 56, Philadelphia County, Pennsylvania","1183","345","null","null","1164","null","351","null","17","null","65","null","1064","328","null","null","0","109","null","null","50","null","59","null","0","109","null","null","0","109","null","null","33","null","35","null","0","109","null","null","33","35","null","null","19","null","33","null","19","33","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101006000","Census Tract 60, Philadelphia County, Pennsylvania","6024","786","null","null","5522","null","813","null","1362","null","328","null","3961","823","null","null","0","109","null","null","170","null","218","null","0","109","null","null","0","109","null","null","29","null","31","null","0","109","null","null","29","31","null","null","502","null","288","null","219","196","null","null","37","45","null","null","47","null","74","null","0","109","null","null","0","109","null","null","84","null","93","null","115","167","null","null","115","null","167","null","0","null","109","null",
"1400000US42101006100","Census Tract 61, Philadelphia County, Pennsylvania","3438","426","null","null","3376","null","426","null","576","null","226","null","2507","495","null","null","0","109","null","null","232","null","158","null","0","109","null","null","56","78","null","null","5","null","8","null","0","109","null","null","5","8","null","null","62","null","72","null","0","109","null","null","23","36","null","null","0","null","109","null","22","35","null","null","0","109","null","null","17","null","26","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101006200","Census Tract 62, Philadelphia County, Pennsylvania","4668","610","null","null","4590","null","610","null","561","null","208","null","3517","633","null","null","38","43","null","null","331","null","219","null","0","109","null","null","0","109","null","null","143","null","160","null","72","100","null","null","71","116","null","null","78","null","90","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","78","null","90","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101006300","Census Tract 63, Philadelphia County, Pennsylvania","4133","709","null","null","4038","null","711","null","241","null","123","null","3270","711","null","null","0","109","null","null","434","null","230","null","0","109","null","null","0","109","null","null","93","null","130","null","0","109","null","null","93","130","null","null","95","null","129","null","11","18","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","84","null","129","null","0","109","null","null","0","null","109","null","0","null","109","null",
