"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002M","B15002_002MA","B15002_002EA","B15002_003E","B15002_003EA","B15002_003M","B15002_003MA","B15002_004E","B15002_004EA","B15002_004M","B15002_004MA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008M","B15002_008MA","B15002_008EA","B15002_009E","B15002_009M","B15002_009MA","B15002_009EA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012M","B15002_012MA","B15002_012EA","B15002_013E","B15002_013EA","B15002_013M","B15002_013MA","B15002_014E","B15002_014EA","B15002_014M","B15002_014MA","B15002_015E","B15002_015M","B15002_015MA","B15002_015EA","B15002_016E","B15002_016M","B15002_016MA","B15002_016EA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018M","B15002_018MA","B15002_018EA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020M","B15002_020MA","B15002_020EA","B15002_021E","B15002_021M","B15002_021MA","B15002_021EA","B15002_022E","B15002_022M","B15002_022MA","B15002_022EA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024M","B15002_024MA","B15002_024EA","B15002_025E","B15002_025M","B15002_025MA","B15002_025EA","B15002_026E","B15002_026M","B15002_026MA","B15002_026EA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028M","B15002_028MA","B15002_028EA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031M","B15002_031MA","B15002_031EA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033EA","B15002_033M","B15002_033MA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035M","B15002_035MA","B15002_035EA",
"1400000US42101001302","Census Tract 13.02, Philadelphia County, Pennsylvania","3691","536","null","null","1701","312","null","null","19","null","30","null","0","null","15","null","0","15","null","null","0","null","15","null","0","15","null","null","0","15","null","null","9","16","null","null","0","15","null","null","130","105","null","null","49","63","null","null","45","null","52","null","30","null","49","null","533","171","null","null","399","187","null","null","250","107","null","null","237","182","null","null","1990","363","null","null","17","27","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","342","185","null","null","12","21","null","null","48","77","null","null","68","58","null","null","607","222","null","null","416","null","231","null","294","null","172","null","186","86","null","null",
"1400000US42101001400","Census Tract 14, Philadelphia County, Pennsylvania","3333","625","null","null","1544","319","null","null","36","null","54","null","0","null","11","null","0","11","null","null","2","null","5","null","37","45","null","null","0","11","null","null","8","16","null","null","0","11","null","null","202","124","null","null","31","49","null","null","289","null","226","null","73","null","60","null","472","143","null","null","186","93","null","null","171","109","null","null","37","34","null","null","1789","420","null","null","56","81","null","null","0","11","null","null","0","11","null","null","73","92","null","null","0","11","null","null","0","11","null","null","0","11","null","null","44","70","null","null","169","143","null","null","59","76","null","null","208","219","null","null","14","19","null","null","389","126","null","null","484","null","149","null","162","null","90","null","131","101","null","null",
"1400000US42101001500","Census Tract 15, Philadelphia County, Pennsylvania","2602","391","null","null","1212","294","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","9","22","null","null","41","44","null","null","0","11","null","null","5","8","null","null","134","90","null","null","66","59","null","null","133","null","101","null","111","null","97","null","246","98","null","null","281","86","null","null","109","46","null","null","77","65","null","null","1390","181","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","283","115","null","null","29","35","null","null","106","77","null","null","28","26","null","null","543","146","null","null","170","null","66","null","102","null","53","null","129","63","null","null",
"1400000US42101001600","Census Tract 16, Philadelphia County, Pennsylvania","1939","369","null","null","930","199","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","10","15","null","null","0","11","null","null","0","11","null","null","54","64","null","null","13","15","null","null","86","null","46","null","20","null","23","null","400","115","null","null","158","79","null","null","175","142","null","null","14","16","null","null","1009","232","null","null","0","11","null","null","0","11","null","null","27","46","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","55","46","null","null","0","11","null","null","10","15","null","null","22","25","null","null","479","194","null","null","228","null","90","null","127","null","56","null","61","41","null","null",
"1400000US42101001700","Census Tract 17, Philadelphia County, Pennsylvania","2273","358","null","null","1009","187","null","null","0","null","11","null","0","null","11","null","0","11","null","null","1","null","2","null","26","40","null","null","0","11","null","null","0","11","null","null","0","11","null","null","47","33","null","null","10","16","null","null","51","null","58","null","17","null","17","null","337","85","null","null","263","105","null","null","184","142","null","null","73","43","null","null","1264","221","null","null","7","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","15","13","null","null","0","11","null","null","55","51","null","null","0","11","null","null","105","71","null","null","109","95","null","null","436","100","null","null","261","null","78","null","183","null","183","null","93","46","null","null",
"1400000US42101001800","Census Tract 18, Philadelphia County, Pennsylvania","2365","316","null","null","915","160","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","9","13","null","null","0","11","null","null","5","11","null","null","0","11","null","null","137","86","null","null","9","14","null","null","63","null","43","null","30","null","23","null","358","120","null","null","176","56","null","null","88","51","null","null","40","28","null","null","1450","292","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","19","21","null","null","142","70","null","null","0","11","null","null","152","109","null","null","57","41","null","null","430","215","null","null","433","null","149","null","111","null","56","null","106","74","null","null",
"1400000US42101001900","Census Tract 19, Philadelphia County, Pennsylvania","3311","496","null","null","1498","272","null","null","1","null","3","null","1","null","3","null","0","11","null","null","0","null","11","null","0","11","null","null","1","2","null","null","0","11","null","null","19","29","null","null","216","70","null","null","24","26","null","null","102","null","61","null","47","null","38","null","640","231","null","null","179","79","null","null","187","76","null","null","81","53","null","null","1813","376","null","null","8","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","10","14","null","null","0","11","null","null","11","20","null","null","175","108","null","null","67","61","null","null","92","49","null","null","51","48","null","null","597","183","null","null","363","null","165","null","303","null","163","null","136","83","null","null",
"1400000US42101002000","Census Tract 20, Philadelphia County, Pennsylvania","1576","300","null","null","807","162","null","null","9","null","10","null","0","null","11","null","0","11","null","null","31","null","34","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","241","109","null","null","14","16","null","null","95","null","41","null","27","null","21","null","264","90","null","null","68","34","null","null","58","73","null","null","0","11","null","null","769","236","null","null","0","11","null","null","0","11","null","null","0","11","null","null","27","28","null","null","14","22","null","null","13","14","null","null","10","15","null","null","25","23","null","null","154","59","null","null","20","19","null","null","71","44","null","null","169","216","null","null","128","40","null","null","108","null","47","null","7","null","11","null","23","18","null","null",
"1400000US42101002100","Census Tract 21, Philadelphia County, Pennsylvania","1913","289","null","null","900","133","null","null","0","null","11","null","5","null","9","null","0","11","null","null","36","null","38","null","0","11","null","null","0","11","null","null","41","30","null","null","14","18","null","null","310","107","null","null","39","32","null","null","115","null","72","null","20","null","17","null","234","82","null","null","45","27","null","null","9","12","null","null","32","23","null","null","1013","208","null","null","6","9","null","null","5","8","null","null","5","7","null","null","26","25","null","null","4","9","null","null","4","7","null","null","37","52","null","null","4","6","null","null","176","54","null","null","69","42","null","null","154","92","null","null","150","116","null","null","248","116","null","null","110","null","45","null","8","null","9","null","7","11","null","null",
"1400000US42101002200","Census Tract 22, Philadelphia County, Pennsylvania","2040","411","null","null","1108","329","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","17","23","null","null","1","4","null","null","8","10","null","null","68","83","null","null","208","103","null","null","0","11","null","null","285","null","295","null","28","null","45","null","247","81","null","null","104","63","null","null","116","79","null","null","26","30","null","null","932","194","null","null","0","11","null","null","0","11","null","null","0","11","null","null","16","21","null","null","0","11","null","null","4","8","null","null","37","45","null","null","54","50","null","null","107","56","null","null","42","42","null","null","266","148","null","null","6","9","null","null","213","86","null","null","152","null","62","null","17","null","19","null","18","21","null","null",
"1400000US42101002300","Census Tract 23, Philadelphia County, Pennsylvania","2314","375","null","null","1335","336","null","null","51","null","37","null","0","null","11","null","0","11","null","null","28","null","26","null","37","32","null","null","17","20","null","null","0","11","null","null","154","180","null","null","181","97","null","null","44","49","null","null","151","null","117","null","10","null","14","null","353","126","null","null","158","105","null","null","103","58","null","null","48","36","null","null","979","163","null","null","48","44","null","null","1","2","null","null","0","11","null","null","9","14","null","null","32","31","null","null","0","11","null","null","0","11","null","null","112","104","null","null","184","79","null","null","5","15","null","null","50","36","null","null","0","11","null","null","259","82","null","null","190","null","55","null","54","null","42","null","35","36","null","null",
"1400000US42101002400","Census Tract 24, Philadelphia County, Pennsylvania","3948","489","null","null","1806","410","null","null","45","null","78","null","0","null","11","null","147","227","null","null","58","null","73","null","0","11","null","null","92","99","null","null","5","10","null","null","0","11","null","null","130","110","null","null","63","78","null","null","88","null","58","null","43","null","49","null","674","188","null","null","204","117","null","null","118","85","null","null","139","108","null","null","2142","434","null","null","54","57","null","null","0","11","null","null","0","11","null","null","12","25","null","null","16","25","null","null","0","11","null","null","34","43","null","null","0","11","null","null","456","279","null","null","21","22","null","null","60","51","null","null","38","50","null","null","774","254","null","null","538","null","225","null","37","null","44","null","102","76","null","null",
"1400000US42101002500","Census Tract 25, Philadelphia County, Pennsylvania","3074","323","null","null","1179","163","null","null","48","null","33","null","0","null","11","null","0","11","null","null","0","null","11","null","19","20","null","null","0","11","null","null","46","63","null","null","0","11","null","null","241","107","null","null","32","26","null","null","107","null","54","null","23","null","27","null","372","111","null","null","184","72","null","null","95","59","null","null","12","19","null","null","1895","262","null","null","23","21","null","null","0","11","null","null","0","11","null","null","0","11","null","null","20","23","null","null","9","16","null","null","26","26","null","null","16","27","null","null","574","167","null","null","33","34","null","null","114","51","null","null","122","110","null","null","445","140","null","null","326","null","144","null","114","null","46","null","73","39","null","null",
