"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002EA","B15002_002M","B15002_002MA","B15002_003E","B15002_003M","B15002_003MA","B15002_003EA","B15002_004E","B15002_004M","B15002_004MA","B15002_004EA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008EA","B15002_008M","B15002_008MA","B15002_009E","B15002_009EA","B15002_009M","B15002_009MA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012EA","B15002_012M","B15002_012MA","B15002_013E","B15002_013M","B15002_013MA","B15002_013EA","B15002_014E","B15002_014M","B15002_014MA","B15002_014EA","B15002_015E","B15002_015EA","B15002_015M","B15002_015MA","B15002_016E","B15002_016EA","B15002_016M","B15002_016MA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018EA","B15002_018M","B15002_018MA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020EA","B15002_020M","B15002_020MA","B15002_021E","B15002_021EA","B15002_021M","B15002_021MA","B15002_022E","B15002_022EA","B15002_022M","B15002_022MA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024EA","B15002_024M","B15002_024MA","B15002_025E","B15002_025EA","B15002_025M","B15002_025MA","B15002_026E","B15002_026EA","B15002_026M","B15002_026MA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028EA","B15002_028M","B15002_028MA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031EA","B15002_031M","B15002_031MA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033M","B15002_033MA","B15002_033EA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035EA","B15002_035M","B15002_035MA",
"1400000US42101002000","Census Tract 20, Philadelphia County, Pennsylvania","1093","194","null","null","415","null","142","null","0","109","null","null","0","109","null","null","20","32","null","null","20","null","29","null","15","22","null","null","61","null","51","null","19","null","31","null","18","26","null","null","84","88","null","null","0","null","109","null","32","32","null","null","64","50","null","null","63","null","48","null","19","null","26","null","0","109","null","null","0","null","109","null","678","137","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","50","null","49","null","108","null","58","null","43","57","null","null","175","null","69","null","23","26","null","null","94","71","null","null","20","null","23","null","91","75","null","null","5","18","null","null","54","null","57","null","15","null","24","null",
"1400000US42101002100","Census Tract 21, Philadelphia County, Pennsylvania","1118","172","null","null","432","null","135","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","56","null","57","null","0","null","109","null","0","109","null","null","240","105","null","null","22","null","30","null","53","50","null","null","6","12","null","null","55","null","58","null","0","null","109","null","0","109","null","null","0","null","109","null","686","102","null","null","0","null","109","null","0","null","109","null","10","null","17","null","0","109","null","null","34","null","39","null","15","null","19","null","39","null","31","null","0","109","null","null","267","null","96","null","83","49","null","null","89","61","null","null","19","null","22","null","73","52","null","null","12","19","null","null","9","null","15","null","36","null","35","null",
"1400000US42101002200","Census Tract 22, Philadelphia County, Pennsylvania","1250","235","null","null","647","null","164","null","0","109","null","null","0","109","null","null","21","32","null","null","13","null","25","null","0","109","null","null","13","null","22","null","13","null","19","null","82","91","null","null","211","109","null","null","7","null","12","null","102","72","null","null","0","109","null","null","86","null","62","null","27","null","32","null","59","54","null","null","13","null","21","null","603","189","null","null","6","null","12","null","0","null","109","null","0","null","109","null","14","17","null","null","35","null","36","null","53","null","63","null","0","null","109","null","26","31","null","null","117","null","78","null","0","109","null","null","34","39","null","null","29","null","34","null","129","68","null","null","130","149","null","null","30","null","36","null","0","null","109","null",
"1400000US42101002300","Census Tract 23, Philadelphia County, Pennsylvania","2047","238","null","null","1032","null","178","null","44","33","null","null","27","43","null","null","65","68","null","null","61","null","44","null","68","70","null","null","48","null","42","null","23","null","31","null","13","21","null","null","141","89","null","null","58","null","53","null","112","74","null","null","35","40","null","null","268","null","117","null","47","null","45","null","0","109","null","null","22","null","23","null","1015","138","null","null","77","null","48","null","0","null","109","null","0","null","109","null","68","61","null","null","8","null","14","null","38","null","32","null","27","null","27","null","20","23","null","null","304","null","98","null","26","25","null","null","105","59","null","null","87","null","64","null","154","87","null","null","56","42","null","null","37","null","25","null","8","null","12","null",
"1400000US42101002400","Census Tract 24, Philadelphia County, Pennsylvania","3001","416","null","null","1422","null","290","null","50","64","null","null","0","109","null","null","0","109","null","null","46","null","47","null","18","28","null","null","89","null","110","null","42","null","68","null","0","109","null","null","388","241","null","null","40","null","45","null","87","79","null","null","76","109","null","null","316","null","114","null","129","null","67","null","102","77","null","null","39","null","36","null","1579","263","null","null","49","null","39","null","0","null","109","null","37","null","61","null","119","74","null","null","33","null","38","null","100","null","80","null","0","null","109","null","0","109","null","null","322","null","125","null","67","51","null","null","86","76","null","null","68","null","77","null","314","110","null","null","275","135","null","null","55","null","48","null","54","null","54","null",
"1400000US42101002500","Census Tract 25, Philadelphia County, Pennsylvania","2469","239","null","null","1076","null","187","null","30","39","null","null","0","109","null","null","35","46","null","null","24","null","33","null","36","45","null","null","17","null","19","null","34","null","43","null","0","109","null","null","378","138","null","null","50","null","44","null","52","39","null","null","40","46","null","null","219","null","115","null","86","null","54","null","53","31","null","null","22","null","23","null","1393","139","null","null","17","null","24","null","29","null","47","null","0","null","109","null","31","24","null","null","23","null","31","null","50","null","45","null","106","null","68","null","0","109","null","null","529","null","118","null","68","55","null","null","160","63","null","null","49","null","37","null","212","80","null","null","79","45","null","null","30","null","36","null","10","null","15","null",
"1400000US42101002701","Census Tract 27.01, Philadelphia County, Pennsylvania","2341","416","null","null","1148","null","345","null","26","34","null","null","38","59","null","null","13","21","null","null","170","null","104","null","47","56","null","null","0","null","109","null","9","null","29","null","29","47","null","null","376","221","null","null","64","null","69","null","83","77","null","null","48","56","null","null","83","null","95","null","119","null","102","null","11","17","null","null","32","null","50","null","1193","191","null","null","38","null","50","null","7","null","16","null","40","null","63","null","49","52","null","null","43","null","52","null","28","null","30","null","44","null","47","null","0","109","null","null","611","null","167","null","24","30","null","null","65","70","null","null","81","null","88","null","64","61","null","null","69","55","null","null","0","null","109","null","30","null","47","null",
"1400000US42101002702","Census Tract 27.02, Philadelphia County, Pennsylvania","2525","355","null","null","1193","null","248","null","0","109","null","null","0","109","null","null","13","21","null","null","16","null","26","null","36","44","null","null","33","null","40","null","9","null","15","null","68","56","null","null","325","150","null","null","90","null","77","null","94","53","null","null","0","109","null","null","424","null","182","null","67","null","54","null","0","109","null","null","18","null","28","null","1332","173","null","null","15","null","25","null","0","null","109","null","0","null","109","null","99","90","null","null","39","null","37","null","78","null","57","null","39","null","46","null","15","22","null","null","366","null","140","null","78","58","null","null","113","68","null","null","13","null","20","null","341","125","null","null","103","108","null","null","33","null","26","null","0","null","109","null",
"1400000US42101002801","Census Tract 28.01, Philadelphia County, Pennsylvania","2765","367","null","null","1310","null","267","null","57","67","null","null","0","109","null","null","76","71","null","null","37","null","40","null","108","75","null","null","79","null","75","null","60","null","71","null","189","102","null","null","244","124","null","null","135","null","159","null","49","63","null","null","56","61","null","null","193","null","110","null","18","null","27","null","0","109","null","null","9","null","14","null","1455","209","null","null","86","null","70","null","0","null","109","null","108","null","61","null","155","99","null","null","92","null","67","null","180","null","172","null","40","null","49","null","69","60","null","null","247","null","120","null","67","72","null","null","155","93","null","null","40","null","45","null","125","110","null","null","59","54","null","null","32","null","38","null","0","null","109","null",
"1400000US42101002802","Census Tract 28.02, Philadelphia County, Pennsylvania","3677","435","null","null","1757","null","352","null","15","22","null","null","34","40","null","null","36","35","null","null","31","null","25","null","59","52","null","null","67","null","67","null","89","null","77","null","49","51","null","null","701","341","null","null","31","null","38","null","81","65","null","null","52","44","null","null","355","null","140","null","128","null","69","null","18","28","null","null","11","null","20","null","1920","295","null","null","39","null","34","null","39","null","46","null","24","null","30","null","48","42","null","null","120","null","70","null","85","null","61","null","159","null","118","null","37","34","null","null","636","null","152","null","28","46","null","null","150","88","null","null","82","null","54","null","194","110","null","null","246","112","null","null","33","null","39","null","0","null","109","null",
"1400000US42101002900","Census Tract 29, Philadelphia County, Pennsylvania","3086","221","null","null","1605","null","204","null","0","109","null","null","7","11","null","null","23","30","null","null","68","null","62","null","22","34","null","null","96","null","90","null","7","null","11","null","6","10","null","null","558","170","null","null","78","null","51","null","165","89","null","null","49","34","null","null","247","null","116","null","190","null","82","null","37","36","null","null","52","null","45","null","1481","161","null","null","0","null","109","null","9","null","13","null","0","null","109","null","0","109","null","null","59","null","65","null","50","null","47","null","72","null","63","null","49","42","null","null","526","null","143","null","89","55","null","null","143","72","null","null","12","null","20","null","209","90","null","null","220","105","null","null","31","null","34","null","12","null","19","null",
"1400000US42101003001","Census Tract 30.01, Philadelphia County, Pennsylvania","2750","323","null","null","1165","null","221","null","79","66","null","null","12","18","null","null","49","47","null","null","13","null","20","null","0","109","null","null","48","null","58","null","32","null","36","null","35","33","null","null","363","121","null","null","48","null","49","null","152","115","null","null","86","75","null","null","115","null","68","null","73","null","49","null","42","49","null","null","18","null","28","null","1585","231","null","null","161","null","97","null","55","null","50","null","35","null","28","null","76","61","null","null","25","null","27","null","38","null","36","null","52","null","59","null","110","98","null","null","573","null","222","null","0","109","null","null","172","112","null","null","68","null","48","null","220","96","null","null","0","109","null","null","0","null","109","null","0","null","109","null",
